CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Launching New Products and Services ,Fall 2018 ,Unknown ,MKTG-465-0 (X31) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,TBA  ,0 ,0 ,50 ,50 ,0 ,Full-Time ,0 ,50
Marketing Strategy for Growth and Defense ,Fall 2018 ,"Calkins, Timothy" ,MKTG-466-0 (31) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,77 ,400 ,65 ,65 ,65 ,Full-Time ,12 ,0
Marketing Strategy for Growth and Defense ,Fall 2018 ,"Calkins, Timothy" ,MKTG-466-0 (32) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,84 ,507 ,65 ,65 ,65 ,Full-Time ,19 ,0
Strategic Brand Management ,Fall 2018 ,"Roese, Neal" ,MKTG-473-0 (31) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,9 ,0 ,60 ,60 ,9 ,Full-Time ,0 ,51
C Suite and Boardroom Dynamics ,Fall 2018 ,"Patel, Homi" ,MKTG-478-0 (41) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,83 ,700 ,36 ,36 ,36 ,Full-Time ,47 ,0
Customer Loyalty ,Fall 2018 ,"O'Toole, Thomas" ,MKTG-948-0 (31) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,88 ,351 ,62 ,62 ,62 ,Full-Time ,26 ,0
Ethnographic Customer Insights ,Fall 2018 ,"Fong, Gina" ,MKTG-949-0 (41) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,16 ,0 ,27 ,27 ,16 ,Full-Time ,0 ,11
Strategy Implementation ,Fall 2018 ,"Smith, Edward (Ned)" ,MORS-455-0 (31) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,49 ,100 ,48 ,48 ,48 ,Full-Time ,1 ,0
Strategy Implementation ,Fall 2018 ,"Sun, Hui" ,MORS-455-0 (31) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,49 ,100 ,48 ,48 ,48 ,Full-Time ,1 ,0
Strategy Implementation ,Fall 2018 ,"Smith, Edward (Ned)" ,MORS-455-0 (32) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,55 ,300 ,48 ,48 ,48 ,Full-Time ,7 ,0
Strategy Implementation ,Fall 2018 ,"Tian, Yuan" ,MORS-455-0 (32) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,55 ,300 ,48 ,48 ,48 ,Full-Time ,7 ,0
Leading and Managing Teams ,Fall 2018 ,"Kouchaki, Maryam" ,MORS-460-0 (51) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,34 ,36 ,28 ,28 ,28 ,Full-Time ,6 ,0
Digital Marketing Analytics ,Fall 2018 ,"Cutler, Jennifer" ,MKTG-955-0 (51) ,Fall 2018 Bidding Phase I ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,39 ,0 ,47 ,47 ,39 ,Full-Time ,0 ,8
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"McClanahan, Kaylene" ,MORS-462-5 (41) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,63 ,602 ,30 ,31 ,30 ,Full-Time ,33 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Pearce, Nicholas" ,MORS-462-5 (41) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,63 ,602 ,30 ,31 ,30 ,Full-Time ,33 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Hwang, Seok Hyun" ,MORS-462-5 (51) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,57 ,500 ,25 ,26 ,25 ,Full-Time ,32 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Pearce, Nicholas" ,MORS-462-5 (51) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,57 ,500 ,25 ,26 ,25 ,Full-Time ,32 ,0
Negotiations Fundamentals ,Fall 2018 ,"Pearce, Nicholas" ,MORS-472-5 (41) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,74 ,949 ,32 ,32 ,32 ,Full-Time ,42 ,0
Negotiations Fundamentals ,Fall 2018 ,"Diaz, Carmen" ,MORS-472-5 (42) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,24 ,0 ,31 ,33 ,24 ,Full-Time ,0 ,7
Negotiations Fundamentals ,Fall 2018 ,"Stephens, Nicole" ,MORS-472-5 (42) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,24 ,0 ,31 ,33 ,24 ,Full-Time ,0 ,7
Negotiations Fundamentals ,Fall 2018 ,"Pearce, Nicholas" ,MORS-472-5 (51) ,Fall 2018 Bidding Phase I ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,83 ,857 ,25 ,25 ,25 ,Full-Time ,58 ,0
Analytical Decision Modeling ,Fall 2018 ,"Islegen, Ozge" ,OPNS-450-0 (41) ,Fall 2018 Bidding Phase I ,OPNS ,Evanston ,Thu 6:30PM - 9:30PM ,34 ,0 ,52 ,52 ,34 ,Full-Time ,0 ,18
Analytical Decision Modeling ,Fall 2018 ,"Ow, Yam Huo" ,OPNS-450-0 (41) ,Fall 2018 Bidding Phase I ,OPNS ,Evanston ,Thu 6:30PM - 9:30PM ,34 ,0 ,52 ,52 ,34 ,Full-Time ,0 ,18
Supply Chain Management ,Fall 2018 ,"Chopra, Sunil" ,OPNS-455-0 (31) ,Fall 2018 Bidding Phase I ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,104 ,500 ,67 ,67 ,67 ,Full-Time ,37 ,0
Real Estate Development ,Fall 2018 ,"Cocagne, David" ,REAL-444-0 (41) ,Fall 2018 Bidding Phase I ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,12 ,0 ,51 ,51 ,12 ,Full-Time ,0 ,39
Legal Issues In Real Estate ,Fall 2018 ,"Dana, David" ,REAL-447-0 (91) ,Fall 2018 Bidding Phase I ,REAL ,Chicago ,Wed 6:00PM - 9:00PM ,5 ,0 ,10 ,10 ,5 ,Full-Time ,0 ,5
Strategy and Organization ,Fall 2018 ,"Matouschek, Niko" ,STRT-452-0 (31) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,67 ,1 ,67 ,67 ,67 ,Full-Time ,0 ,0
Strategy and Organization ,Fall 2018 ,"Matouschek, Niko" ,STRT-452-0 (32) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,76 ,141 ,67 ,67 ,67 ,Full-Time ,9 ,0
International Business Strategy ,Fall 2018 ,"Spulber, Daniel" ,STRT-460-0 (41) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,19 ,0 ,47 ,47 ,19 ,Full-Time ,0 ,28
Healthcare Economics ,Fall 2018 ,"Dranove, David" ,STRT-444-0 (41) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Wed 6:30PM - 9:30PM ,51 ,0 ,52 ,52 ,51 ,Full-Time ,0 ,1
Strategic Challenges in Emerging Markets ,Fall 2018 ,"Jones, Benjamin" ,STRT-466-0 (31) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,54 ,0 ,63 ,63 ,54 ,Full-Time ,0 ,9
Strategic Challenges in Emerging Markets ,Fall 2018 ,"Jones, Benjamin" ,STRT-466-0 (32) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,52 ,0 ,61 ,61 ,52 ,Full-Time ,0 ,9
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2018 ,"Leinwand, Paul" ,STRT-960-0 (51) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,38 ,0 ,47 ,47 ,38 ,Full-Time ,0 ,9
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2018 ,"Mainardi, Cesare" ,STRT-960-0 (51) ,Fall 2018 Bidding Phase I ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,38 ,0 ,47 ,47 ,38 ,Full-Time ,0 ,9
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2018 ,"Mainardi, Cesare" ,STRT-960-0 (51) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,28 ,317 ,12 ,52 ,12 ,Full-Time ,16 ,0
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2018 ,"Leinwand, Paul" ,STRT-960-0 (51) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Fri 1:30PM - 4:30PM ,28 ,317 ,12 ,52 ,12 ,Full-Time ,16 ,0
Strategic Challenges in Emerging Markets ,Fall 2018 ,"Jones, Benjamin" ,STRT-466-0 (32) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,18 ,208 ,12 ,61 ,12 ,Full-Time ,6 ,0
Strategic Challenges in Emerging Markets ,Fall 2018 ,"Jones, Benjamin" ,STRT-466-0 (31) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,38 ,351 ,13 ,65 ,13 ,Full-Time ,25 ,0
Healthcare Economics ,Fall 2018 ,"Dranove, David" ,STRT-444-0 (41) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Wed 6:30PM - 9:30PM ,16 ,500 ,4 ,53 ,4 ,Full-Time ,12 ,0
International Business Strategy ,Fall 2018 ,"Spulber, Daniel" ,STRT-460-0 (41) ,Fall 2018 Bidding Phase II ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,14 ,0 ,32 ,51 ,14 ,Full-Time ,0 ,18
Legal Issues In Real Estate ,Fall 2018 ,"Dana, David" ,REAL-447-0 (91) ,Fall 2018 Bidding Phase II ,REAL ,Chicago ,Wed 6:00PM - 9:00PM ,1 ,0 ,6 ,10 ,1 ,Full-Time ,0 ,5
Real Estate Development ,Fall 2018 ,"Cocagne, David" ,REAL-444-0 (41) ,Fall 2018 Bidding Phase II ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,8 ,0 ,41 ,55 ,8 ,Full-Time ,0 ,33
Analytical Decision Modeling ,Fall 2018 ,"Ow, Yam Huo" ,OPNS-450-0 (41) ,Fall 2018 Bidding Phase II ,OPNS ,Evanston ,Thu 6:30PM - 9:30PM ,6 ,0 ,21 ,55 ,6 ,Full-Time ,0 ,15
Analytical Decision Modeling ,Fall 2018 ,"Islegen, Ozge" ,OPNS-450-0 (41) ,Fall 2018 Bidding Phase II ,OPNS ,Evanston ,Thu 6:30PM - 9:30PM ,6 ,0 ,21 ,55 ,6 ,Full-Time ,0 ,15
Negotiations Fundamentals ,Fall 2018 ,"Stephens, Nicole" ,MORS-472-5 (42) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,48 ,800 ,10 ,35 ,10 ,Full-Time ,38 ,0
Negotiations Fundamentals ,Fall 2018 ,"Diaz, Carmen" ,MORS-472-5 (42) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,48 ,800 ,10 ,35 ,10 ,Full-Time ,38 ,0
Negotiations Fundamentals ,Fall 2018 ,"Pearce, Nicholas" ,MORS-472-5 (41) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,33 ,0 ,Full-Time ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Pearce, Nicholas" ,MORS-462-5 (51) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,0 ,0 ,0 ,27 ,0 ,Full-Time ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Hwang, Seok Hyun" ,MORS-462-5 (51) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,0 ,0 ,0 ,27 ,0 ,Full-Time ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"Pearce, Nicholas" ,MORS-462-5 (41) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,32 ,0 ,Full-Time ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Fall 2018 ,"McClanahan, Kaylene" ,MORS-462-5 (41) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,32 ,0 ,Full-Time ,0 ,0
Digital Marketing Analytics ,Fall 2018 ,"Cutler, Jennifer" ,MKTG-955-0 (51) ,Fall 2018 Bidding Phase II ,MKTG ,Evanston ,Fri 1:30PM - 4:30PM ,19 ,53 ,14 ,50 ,14 ,Full-Time ,5 ,0
Leading and Managing Teams ,Fall 2018 ,"Kouchaki, Maryam" ,MORS-460-0 (51) ,Fall 2018 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,0 ,0 ,0 ,30 ,0 ,Full-Time ,0 ,0
Ethnographic Customer Insights ,Fall 2018 ,"Fong, Gina" ,MKTG-949-0 (41) ,Fall 2018 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,14 ,1 ,14 ,30 ,14 ,Full-Time ,0 ,0
Strategic Brand Management ,Fall 2018 ,"Roese, Neal" ,MKTG-473-0 (31) ,Fall 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,9 ,0 ,51 ,62 ,9 ,Full-Time ,0 ,42
Launching New Products and Services ,Fall 2018 ,"Maimaran, Michal" ,MKTG-465-0 (32) ,Fall 2018 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,20 ,53 ,16 ,50 ,16 ,Full-Time ,4 ,0
Marketing Research and Analytics ,Fall 2018 ,"Dong, Ping" ,MKTG-450-0 (31) ,Fall 2018 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,22 ,60 ,17 ,65 ,17 ,Full-Time ,5 ,0
Competitive Strategy and Industrial Structure ,Fall 2018 ,"Salant, Yuval" ,MECN-441-0 (32) ,Fall 2018 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,18 ,352 ,8 ,65 ,8 ,Full-Time ,10 ,0
Decision Making and Modeling ,Fall 2018 ,"Al-Najjar, Nabil" ,MECN-451-0 (32) ,Fall 2018 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,37 ,275 ,20 ,50 ,20 ,Full-Time ,17 ,0
Social Impact and Technology Innovation ,Fall 2018 ,"Kashner, Megan" ,KPPI-925-5 (41) ,Fall 2018 Bidding Phase II ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,17 ,0 ,26 ,55 ,17 ,Full-Time ,0 ,9
Thought Leadership Seminar ,Fall 2018 ,"Pariente, William" ,KPPI-484-0 (41) ,Fall 2018 Bidding Phase II ,KPPI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,5 ,0 ,16 ,20 ,5 ,Full-Time ,0 ,11
Public Economics for Business Leaders: State and Local Policy ,Fall 2018 ,"McGuire, Therese" ,KPPI-480-0 (31) ,Fall 2018 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,10 ,0 ,25 ,50 ,10 ,Full-Time ,0 ,15
Recruiting & Retaining Talent in Growth Companies ,Fall 2018 ,"Hyman, Jeffrey" ,KIEI-927-5 (41) ,Fall 2018 Bidding Phase II ,KIEI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,29 ,86 ,20 ,57 ,20 ,Full-Time ,9 ,0
Social Innovation: Designing for Change ,Fall 2018 ,"Palamountain, Kara" ,KPPI-452-0 (41) ,Fall 2018 Bidding Phase II ,KPPI ,Evanston ,Thu 6:30PM - 9:30PM ,5 ,300 ,2 ,25 ,2 ,Full-Time ,3 ,0
Corporate Innovation and New Ventures ,Fall 2018 ,"Earle, Jr., Paul" ,KIEI-903-0 (91) ,Fall 2018 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,0 ,0
Corporate Innovation and New Ventures ,Fall 2018 ,"DeBiase, Dean" ,KIEI-903-0 (91) ,Fall 2018 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,0 ,0
New Venture Discovery ,Fall 2018 ,"Vehovsky, Gabe" ,KIEI-462-0 (41) ,Fall 2018 Bidding Phase II ,KIEI ,Evanston ,Tue 6:30PM - 9:30PM ,11 ,400 ,6 ,27 ,6 ,Full-Time ,5 ,0
Leader Development Models and Practices ,Fall 2018 ,"Banks, Bernard" ,KACI-930-5 (41) ,Fall 2018 Bidding Phase II ,KACI ,Evanston ,Tue 1:30PM - 4:30PM ,36 ,350 ,12 ,32 ,12 ,Full-Time ,24 ,0
Investment Banking Recruiting Prep ,Fall 2018 ,"Stowell, David" ,FINC-944-5 (41) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,1 ,0 ,52 ,55 ,1 ,Full-Time ,0 ,51
International Finance ,Fall 2018 ,"Rebelo, Sergio" ,FINC-470-0 (32) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,16 ,0 ,23 ,50 ,16 ,Full-Time ,0 ,7
Investment Banking ,Fall 2018 ,"Stowell, David" ,FINC-461-0 (91) ,Fall 2018 Bidding Phase II ,FINC ,Chicago ,Mon 6:00PM - 9:00PM ,1 ,251 ,1 ,5 ,1 ,Full-Time ,0 ,0
Strategic Communication for Organizations ,Fall 2018 ,"Carroll, Shana" ,KACI-915-5 (51) ,Fall 2018 Bidding Phase II ,KACI ,Evanston ,Fri 1:30PM - 4:30PM ,0 ,0 ,0 ,31 ,0 ,Full-Time ,0 ,0
Financial Decisions ,Fall 2018 ,"Raviv, Artur" ,FINC-442-0 (41) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,4 ,401 ,2 ,43 ,2 ,Full-Time ,2 ,0
Financial Decisions ,Fall 2018 ,"Raviv, Artur" ,FINC-442-0 (32) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4 ,100 ,2 ,50 ,2 ,Full-Time ,2 ,0
Finance II ,Fall 2018 ,"Mezzanotti, Filippo" ,FINC-431-0 (33) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,8 ,0 ,18 ,50 ,8 ,Full-Time ,0 ,10
Finance II ,Fall 2018 ,"Hampole, Menaka" ,FINC-431-0 (33) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,8 ,0 ,18 ,50 ,8 ,Full-Time ,0 ,10
Finance II ,Fall 2018 ,"Mezzanotti, Filippo" ,FINC-431-0 (32) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,2 ,0 ,6 ,50 ,2 ,Full-Time ,0 ,4
Finance II ,Fall 2018 ,"Hampole, Menaka" ,FINC-431-0 (32) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,2 ,0 ,6 ,50 ,2 ,Full-Time ,0 ,4
Finance II ,Fall 2018 ,"Mezzanotti, Filippo" ,FINC-431-0 (31) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,1 ,0 ,38 ,50 ,1 ,Full-Time ,0 ,37
Finance II ,Fall 2018 ,"Hampole, Menaka" ,FINC-431-0 (31) ,Fall 2018 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,1 ,0 ,38 ,50 ,1 ,Full-Time ,0 ,37
Financial Planning for Mergers & Acquisitions ,Fall 2018 ,"Finn, Mark" ,ACCT-444-5 (41) ,Fall 2018 Bidding Phase II ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,13 ,50 ,11 ,50 ,11 ,Full-Time ,2 ,0
Financial Planning for Mergers & Acquisitions ,Fall 2019 ,"Finn, Mark" ,ACCT-444-5 (41) ,Fall 2019 Bidding Phase I ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,37 ,0 ,47 ,47 ,37 ,Full-Time ,0 ,10
Financial Reporting and Analysis ,Fall 2019 ,"Finn, Mark" ,ACCT-451-0 (31) ,Fall 2019 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,19 ,50 ,15 ,15 ,15 ,Full-Time ,4 ,0
Financial Reporting and Analysis ,Fall 2019 ,"Finn, Mark" ,ACCT-451-0 (32) ,Fall 2019 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,23 ,16 ,16 ,16 ,16 ,Full-Time ,7 ,0
Business Law ,Fall 2019 ,"McCareins, Mark" ,BLAW-435-0 (31) ,Fall 2019 Bidding Phase I ,BLAW ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,80 ,25 ,61 ,61 ,61 ,Full-Time ,19 ,0
Finance II ,Fall 2019 ,"Mezzanotti, Filippo" ,FINC-431-0 (31) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,36 ,1 ,50 ,50 ,50 ,Full-Time ,0 ,0
Finance II ,Fall 2019 ,"Mezzanotti, Filippo" ,FINC-431-0 (32) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,74 ,120 ,35 ,35 ,35 ,Full-Time ,15 ,0
Finance II ,Fall 2019 ,"Mezzanotti, Filippo" ,FINC-431-0 (41) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,10 ,0 ,38 ,38 ,20 ,Full-Time ,0 ,18
Financial Decisions ,Fall 2019 ,"Raviv, Artur" ,FINC-442-0 (31) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,40 ,0 ,50 ,50 ,40 ,Full-Time ,0 ,10
Financial Decisions ,Fall 2019 ,"Raviv, Artur" ,FINC-442-0 (32) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,38 ,0 ,50 ,50 ,38 ,Full-Time ,0 ,12
Financial Decisions ,Fall 2019 ,"Raviv, Artur" ,FINC-442-0 (41) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,40 ,0 ,41 ,41 ,40 ,Full-Time ,0 ,1
Entrepreneurial Finance and Venture Capital ,Fall 2019 ,"Baker, Scott" ,FINC-445-0 (41) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,67 ,61 ,54 ,54 ,54 ,Full-Time ,13 ,0
Capital Markets ,Fall 2019 ,"Braun, Phillip" ,FINC-450-0 (31) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,61 ,192 ,48 ,48 ,48 ,Full-Time ,13 ,0
Investment Banking ,Fall 2019 ,"Stowell, David" ,FINC-461-0 (91) ,Fall 2019 Bidding Phase I ,FINC ,Chicago ,Mon 6:00PM - 9:00PM ,2 ,0 ,3 ,3 ,2 ,Full-Time ,0 ,1
International Finance ,Fall 2019 ,"Rebelo, Sergio" ,FINC-470-0 (31) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,36 ,0 ,47 ,47 ,36 ,Full-Time ,0 ,11
International Finance ,Fall 2019 ,"Rebelo, Sergio" ,FINC-470-0 (32) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,34 ,0 ,47 ,47 ,34 ,Full-Time ,0 ,13
"Wall Street, Hedge Funds and Private Equity" ,Fall 2019 ,"Stowell, David" ,FINC-472-0 (41) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,16 ,0 ,52 ,52 ,16 ,Full-Time ,0 ,36
Investment Banking Recruiting Prep ,Fall 2019 ,"Stowell, David" ,FINC-944-5 (31) ,Fall 2019 Bidding Phase I ,FINC ,Evanston ,Tue 12:15PM - 1:15PM ,4 ,0 ,50 ,50 ,4 ,Full-Time ,0 ,46
Presentation Fundamentals ,Fall 2019 ,"Foley, Michael" ,KACI-452-5 (51) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Fri 1:30PM - 4:30PM ,32 ,2 ,29 ,29 ,29 ,Full-Time ,3 ,0
Personal Leadership Insights ,Fall 2019 ,"Langewisch, Robert" ,KACI-461-5 (31) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Tue 8:30AM - 10:00AM ,20 ,663 ,12 ,12 ,12 ,Full-Time ,8 ,0
Personal Leadership Insights ,Fall 2019 ,"Vuckovic, Brooke" ,KACI-461-5 (32) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Tue 10:30AM - 12:00PM ,72 ,1252 ,12 ,12 ,12 ,Full-Time ,60 ,0
Personal Leadership Insights ,Fall 2019 ,"Vuckovic, Brooke" ,KACI-461-5 (33) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Tue 1:30PM - 3:00PM ,34 ,1121 ,12 ,12 ,12 ,Full-Time ,22 ,0
Personal Leadership Insights ,Fall 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (34) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Thu 10:30AM - 12:00PM ,16 ,412 ,12 ,12 ,12 ,Full-Time ,4 ,0
Personal Leadership Insights ,Fall 2019 ,"Corona, Paul" ,KACI-461-5 (35) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Thu 1:30PM - 3:00PM ,37 ,950 ,12 ,12 ,12 ,Full-Time ,25 ,0
Personal Leadership Insights ,Fall 2019 ,"Ellington Booth, Brenda" ,KACI-461-5 (36) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Thu 1:30PM - 3:00PM ,32 ,750 ,12 ,12 ,12 ,Full-Time ,20 ,0
Personal Leadership Insights ,Fall 2019 ,"Murnane, Kevin" ,KACI-461-5 (37) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Thu 6:30PM - 8:00PM ,19 ,337 ,12 ,12 ,12 ,Full-Time ,7 ,0
Managerial Leadership ,Fall 2019 ,"Kraemer, Harry" ,KACI-468-0 (31) ,Fall 2019 Bidding Phase I ,KACI ,Evanston ,Wed 6:30PM - 9:30PM ,46 ,0 ,47 ,47 ,46 ,Full-Time ,0 ,1
